Exposure,Power,DriverAge,Fuel_type,Density,Sex,Sinistre
1.0,30,34,1,111,1,0
1.0,30,38,1,1729,1,0
1.0,56,69,0,4116,0,0
1.0,40,44,1,295,1,0
0.92,40,45,1,16,1,1
1.0,30,60,1,37,1,0
1.0,43,36,0,1153,1,0
1.0,30,51,1,1165,1,0
1.0,30,44,1,149,1,0
1.0,43,45,0,24,0,0
1.0,30,53,1,83,0,0
1.0,43,36,0,155,1,0
0.6,50,49,0,405,0,1
1.0,43,58,1,16,1,0
1.0,60,37,1,4116,1,0
0.64,40,46,1,48,0,0
1.0,53,48,0,399,0,1
0.58,43,44,1,12,0,1
1.0,40,35,1,164,1,0
0.73,30,40,1,358,0,0
1.0,50,34,0,4116,1,0
1.0,40,36,1,22,1,0
1.0,10,36,1,2044,1,0
0.84,10,51,1,10008,1,0
0.84,10,51,1,10008,0,0
1.0,43,71,0,28,1,0
1.0,43,65,0,399,1,0
1.0,43,52,0,6705,1,0
1.0,30,58,1,94,0,0
1.0,10,52,0,4128,0,0
0.81,30,36,1,17,0,0
1.0,30,52,0,722,0,1
1.0,10,32,0,115,1,0
1.0,50,52,1,983,1,0
1.0,50,52,1,983,0,0
0.44,56,41,0,3386,1,0
1.0,40,39,1,43,0,0
1.0,30,30,1,40,1,0
0.89,30,45,0,64,1,0
1.0,30,80,1,203,1,0
0.37,40,42,1,88,1,0
0.73,43,36,1,88,0,1
1.0,66,39,1,29,1,0
1.0,40,31,1,5,0,0
0.67,43,47,1,23,1,0
1.0,80,54,1,29,0,1
1.0,43,31,0,12,1,0
1.0,50,57,1,30,0,0
0.46,43,64,0,222,1,0
0.54,40,58,0,64,1,0
1.0,43,82,0,4116,0,0
1.0,40,37,0,4116,1,0
1.0,40,37,0,4116,0,0
0.52,30,52,1,2715,0,0
0.85,43,40,1,3386,0,0
1.0,30,51,1,153,1,0
1.0,40,36,1,97,1,0
0.04,56,33,0,831,0,0
0.34,30,42,1,678,0,0
1.0,10,65,0,229,1,0
1.0,30,32,0,957,1,0
0.64,40,57,0,1244,1,0
0.66,40,31,1,88,1,1
1.0,56,51,0,2805,0,1
0.06,40,82,1,881,0,0
0.1,43,45,1,10,0,1
0.05,43,37,1,91,0,0
0.9,43,37,1,91,1,0
1.0,40,45,1,27,1,0
0.03,30,33,0,186,1,0
0.68,40,37,1,153,0,0
1.0,43,31,0,27,1,0
1.0,40,46,1,741,1,0
1.0,30,37,1,51,0,0
0.15,40,50,1,30,0,0
1.0,40,50,1,105,1,0
1.0,10,46,0,191,1,0
1.0,10,46,0,41,1,0
0.41,30,53,1,67,0,0
1.0,43,45,0,29,0,0
1.0,43,45,0,29,1,0
1.0,40,63,1,831,0,0
0.52,43,59,1,3541,0,1
0.85,40,36,1,312,0,0
0.69,43,35,1,58,0,0
1.0,43,56,0,575,0,0
0.78,30,48,0,4128,0,0
0.75,43,59,0,1579,0,0
1.0,10,33,0,473,1,0
0.75,50,51,0,747,0,0
1.0,40,49,1,229,1,0
1.0,43,34,0,3541,0,0
1.0,50,65,1,634,0,0
0.25,40,47,1,1376,0,1
1.0,10,71,1,23,0,0
1.0,30,40,1,1296,1,0
1.0,40,83,0,27000,0,0
1.0,10,46,0,26,1,1
1.0,80,50,0,44,1,0
1.0,50,62,1,1974,1,0
1.0,50,62,1,1974,1,0
0.8,30,35,0,4456,0,0
1.0,10,36,0,394,0,0
1.0,30,35,1,65,0,0
1.0,40,33,1,26,0,0
0.89,43,35,1,522,1,0
1.0,30,42,0,713,1,0
1.0,40,41,1,530,1,0
0.45,43,31,0,394,0,0
1.0,30,58,1,522,1,0
0.5,50,33,1,657,1,1
0.49,40,33,1,657,0,0
0.26,50,28,0,1313,0,0
0.96,30,43,0,91,1,0
0.95,30,44,1,8,0,0
1.0,40,72,1,20,1,0
0.5,50,78,0,13,0,0
1.0,30,35,1,4116,1,0
0.95,40,63,0,16,0,0
0.75,30,68,0,38,0,0
1.0,30,78,0,31,0,1
1.0,50,45,1,1313,0,0
0.89,10,50,0,13,0,0
1.0,30,49,1,1313,0,0
1.0,30,30,1,13,0,0
1.0,30,30,1,13,0,0
1.0,50,73,0,45,0,0
1.0,40,33,1,62,1,0
1.0,30,30,1,1604,0,1
0.51,60,36,0,238,1,0
1.0,43,37,1,283,0,0
1.0,56,44,1,167,1,0
1.0,43,46,0,983,1,0
0.71,10,31,0,44,0,0
1.0,50,45,1,42,0,0
1.0,43,59,1,26,1,0
0.59,40,40,1,39,0,0
0.64,10,72,0,50,0,0
1.0,40,35,1,109,0,0
1.0,43,51,0,61,0,0
1.0,43,38,1,48,0,0
1.0,56,58,0,27000,0,0
1.0,30,34,0,2805,1,0
0.68,10,30,0,826,1,0
1.0,10,71,1,59,0,0
1.0,43,45,1,79,0,0
0.48,40,36,1,1064,1,0
1.0,43,29,0,1943,0,0
1.0,30,58,0,831,0,0
1.0,10,61,0,82,0,0
1.0,43,57,0,1027,0,0
1.0,43,37,0,79,0,0
1.0,40,41,1,14,0,0
1.0,53,49,0,1329,1,0
0.41,43,41,0,3386,0,0
1.0,40,32,0,95,1,0
1.0,43,31,0,4128,1,0
1.0,60,48,1,20,1,0
0.75,10,41,0,634,0,0
0.85,30,70,0,94,1,0
1.0,43,56,1,205,1,0
1.0,50,64,1,229,0,0
1.0,40,87,0,37,1,0
0.77,40,39,1,657,1,0
1.0,10,32,0,4393,0,0
0.2,40,31,1,311,0,0
0.5,50,42,0,38,1,0
1.0,40,51,1,131,0,0
1.0,30,53,1,54,1,0
0.75,40,39,1,30,0,0
0.01,43,50,1,126,0,1
1.0,43,71,0,1064,0,0
1.0,43,48,1,405,1,0
1.0,30,43,1,741,1,0
1.0,40,42,1,57,0,0
0.72,53,57,0,467,1,0
1.0,30,48,1,94,0,0
1.0,50,59,1,287,0,0
0.83,40,52,1,91,0,0
0.83,40,52,1,91,1,0
1.0,40,31,1,20,0,0
1.0,43,51,1,131,1,0
1.0,56,47,1,146,1,0
0.64,10,37,0,4128,0,0
1.0,43,68,0,405,0,0
0.36,43,36,0,120,0,0
1.0,43,36,1,66,0,0
1.0,30,54,1,10,1,0
0.91,60,56,0,461,0,0
0.06,43,51,1,33,0,0
0.61,50,56,1,73,1,0
0.62,40,40,1,614,0,0
1.0,40,66,0,84,1,0
1.0,43,54,0,282,0,0
1.0,43,54,0,282,1,0
1.0,40,76,0,614,1,0
1.0,40,76,0,614,1,0
1.0,43,53,0,405,1,1
1.0,30,70,0,1313,0,0
0.16,30,32,1,2715,1,0
1.0,50,70,1,32,0,0
0.66,40,53,1,65,1,0
0.12,10,36,0,881,0,0
1.0,43,56,0,58,1,0
1.0,40,71,1,83,1,0
0.47,30,33,1,91,1,0
0.47,30,33,1,91,1,0
1.0,30,45,0,4116,1,0
0.68,30,61,1,644,1,0
0.73,40,50,1,983,1,0
0.73,40,50,1,983,0,0
1.0,40,60,1,1284,0,0
1.0,30,70,0,983,0,0
1.0,43,81,1,741,0,0
1.0,43,39,1,87,1,0
1.0,50,53,1,83,1,0
1.0,30,35,1,14,1,0
1.0,30,38,1,473,1,0
1.0,43,42,0,436,0,0
1.0,50,40,1,27,1,0
0.96,43,42,0,1630,0,0
0.78,40,28,1,128,1,0
1.0,30,58,1,983,1,0
1.0,30,58,1,983,0,0
1.0,50,54,1,126,0,0
1.0,53,40,0,1846,0,0
0.04,40,33,1,12,1,0
1.0,30,54,1,473,1,0
1.0,40,79,1,405,1,0
0.83,10,35,0,45,1,0
0.91,60,42,0,713,1,0
0.13,40,35,1,754,0,0
0.73,30,35,1,754,1,0
1.0,43,59,0,300,1,0
1.0,40,31,1,1237,1,0
1.0,40,37,1,40,1,0
0.3,30,52,0,122,0,0
1.0,40,46,1,46,1,0
1.0,10,54,0,1284,1,0
0.27,43,36,1,91,0,0
1.0,40,53,1,10,0,0
1.0,10,42,0,354,0,0
0.76,56,40,1,484,0,0
0.98,30,29,0,18229,0,0
1.0,30,28,1,6336,1,0
0.46,30,31,0,169,1,0
0.43,10,37,0,678,1,0
0.43,10,37,0,678,0,0
0.16,43,29,1,91,0,0
1.0,43,34,1,27,0,0
1.0,43,54,0,39,0,0
1.0,30,33,1,878,1,0
1.0,30,57,1,1284,1,0
1.0,40,49,0,989,0,0
0.33,30,42,1,405,1,0
1.0,10,46,0,6681,0,0
0.05,53,32,0,29,0,0
0.47,43,28,0,1313,0,0
0.52,30,28,1,1313,1,0
0.68,30,39,0,473,0,0
0.74,40,53,1,18,0,0
0.52,10,67,0,461,1,0
0.66,10,30,0,56,1,0
0.59,10,52,0,617,0,1
0.76,43,34,1,283,0,0
1.0,30,43,1,9,1,0
1.0,30,35,0,3021,1,0
1.0,10,52,1,14,0,0
1.0,56,50,0,214,0,0
0.38,30,47,0,27000,1,0
1.0,43,81,0,1313,1,0
0.23,50,34,1,174,1,0
0.44,43,31,1,511,1,0
0.81,43,43,0,72,0,1
1.0,40,46,1,35,1,0
1.0,40,33,1,16,0,0
0.34,50,57,1,16,1,0
1.0,43,64,1,59,0,0
1.0,43,60,1,476,0,0
0.92,30,81,1,451,1,1
0.92,30,81,1,451,0,0
0.91,10,53,0,249,0,0
1.0,10,55,1,84,1,1
0.54,43,52,0,347,0,0
0.58,53,54,0,292,1,0
1.0,43,56,1,50,0,0
1.0,10,34,1,39,0,0
0.06,43,28,1,76,0,0
0.74,40,59,1,37,1,0
1.0,10,50,0,30,0,0
1.0,53,52,1,16,1,0
1.0,30,53,1,473,1,0
0.35,10,68,0,295,0,0
1.0,43,72,0,431,0,0
1.0,56,42,1,19,1,0
0.2,30,53,0,747,1,0
0.67,30,52,0,405,1,0
0.89,40,57,1,146,1,0
1.0,43,34,1,405,1,0
1.0,40,35,0,203,0,0
1.0,40,36,1,405,1,0
1.0,30,53,0,461,0,0
1.0,30,53,0,461,0,0
0.75,30,32,1,95,0,0
1.0,10,63,0,99,1,0
1.0,43,30,1,127,0,0
1.0,10,32,0,18,0,0
0.47,30,60,0,1943,1,0
0.32,50,39,0,796,1,0
0.42,40,40,1,3866,0,0
0.57,40,52,0,50,1,0
0.31,43,56,0,176,0,1
1.0,40,55,1,295,0,0
0.32,10,35,0,44,0,1
0.43,43,35,0,44,0,0
0.61,43,43,0,27000,0,0
0.63,10,30,0,60,0,0
1.0,60,40,0,511,1,0
1.0,30,76,0,51,0,0
0.99,40,41,1,168,1,0
1.0,30,39,1,4128,0,0
0.88,40,34,0,28,1,0
1.0,10,33,0,94,1,0
1.0,40,49,0,27000,1,0
0.74,43,55,0,163,0,0
0.81,30,63,0,252,0,0
0.96,40,43,1,102,0,0
0.24,43,28,0,5763,0,0
0.25,40,43,1,105,0,0
1.0,43,32,0,3866,1,0
0.58,43,31,0,61,1,0
1.0,30,26,0,4427,1,0
1.0,56,65,0,300,1,0
0.47,30,28,0,747,0,0
0.7,50,52,1,983,1,0
1.0,10,32,1,32,0,1
1.0,30,42,1,307,1,0
0.45,100,34,0,222,0,0
1.0,10,51,0,233,1,0
1.0,30,38,0,405,0,0
1.0,10,67,0,568,0,0
1.0,50,35,1,27,1,1
1.0,43,47,0,27,0,0
1.0,43,35,1,22,1,0
0.47,30,67,1,4116,1,0
1.0,40,48,1,741,1,0
1.0,30,31,1,308,1,0
0.88,40,41,1,42,0,1
1.0,43,43,1,56,1,0
0.89,10,55,0,50,0,0
0.91,50,68,1,405,1,0
1.0,43,52,0,64,1,0
1.0,60,63,1,182,1,0
0.03,10,31,0,672,0,0
1.0,40,46,0,88,1,0
1.0,40,28,1,61,1,0
0.37,30,25,1,93,0,1
0.19,40,47,0,27000,0,0
0.19,40,47,0,27000,0,0
0.8,40,47,1,27000,0,0
1.0,30,72,0,5859,1,0
0.19,56,49,0,79,0,0
0.46,30,26,1,18,0,0
0.79,56,53,0,4128,1,0
1.0,43,34,0,448,1,0
1.0,40,70,1,1054,0,0
1.0,80,50,0,913,0,0
1.0,80,50,0,913,1,0
0.38,43,55,1,29,0,0
1.0,43,44,1,104,1,1
1.0,56,49,1,405,0,0
1.0,56,49,1,405,1,0
1.0,40,31,1,77,0,1
0.93,43,30,1,132,1,0
0.19,43,44,0,754,1,0
1.0,40,75,1,53,0,0
1.0,30,34,0,2044,1,0
1.0,40,55,0,3866,1,0
1.0,43,47,1,44,0,0
1.0,43,47,1,44,1,0
0.6,30,42,0,133,1,0
0.12,50,54,1,1284,0,0
0.52,40,74,0,27,0,0
0.67,50,51,0,634,1,0
0.57,43,49,1,30,1,1
1.0,43,53,1,91,1,0
0.17,10,46,0,358,0,0
1.0,30,54,1,229,0,0
1.0,43,44,1,17,0,0
1.0,40,26,1,1313,1,0
1.0,43,64,0,1329,0,0
0.21,40,29,0,238,0,0
1.0,43,26,0,149,1,0
1.0,43,59,0,405,0,0
1.0,56,64,0,1109,0,0
1.0,56,64,0,1109,0,0
1.0,30,54,1,295,1,0
1.0,60,44,1,405,0,0
1.0,10,26,0,831,1,0
1.0,40,34,0,29,0,0
1.0,60,39,0,420,0,0
1.0,50,40,1,522,1,0
0.27,40,25,1,5,0,0
1.0,43,53,1,1974,1,0
1.0,10,40,0,644,1,0
1.0,50,41,0,25,0,0
1.0,53,33,0,2211,1,0
0.96,40,50,1,149,1,0
1.0,40,73,1,94,0,0
0.75,30,26,0,4128,1,0
1.0,30,55,1,821,0,0
0.54,10,32,1,56,0,0
1.0,30,36,1,65,1,0
1.0,10,47,0,983,1,0
1.0,30,43,1,68,1,0
1.0,43,66,1,23,1,0
0.84,40,40,1,53,1,0
1.0,56,49,1,405,0,0
0.02,30,25,1,18,1,0
1.0,40,64,1,1314,0,0
1.0,10,72,0,886,0,0
1.0,43,72,0,358,0,0
0.87,56,41,1,68,1,0
0.88,60,54,0,116,0,1
1.0,40,56,1,31,1,0
1.0,60,58,0,657,1,0
0.92,10,45,0,283,0,0
0.89,43,61,0,4116,1,0
1.0,40,36,1,44,1,0
0.45,30,37,1,88,1,0
0.84,30,61,1,283,0,0
1.0,40,80,1,41,0,1
1.0,40,80,1,41,0,0
1.0,43,54,0,295,0,0
1.0,43,45,1,12,0,0
0.39,10,34,1,57,0,0
0.39,10,34,1,57,0,0
1.0,43,41,1,38,0,1
0.95,40,28,1,1171,1,0
1.0,30,51,1,78,0,0
1.0,50,27,1,4128,1,0
0.45,40,35,0,2715,0,0
0.48,40,54,1,170,1,0
0.93,53,51,0,1313,1,0
1.0,10,30,0,1313,1,0
1.0,40,28,1,106,1,0
1.0,40,30,1,1313,1,1
0.9,30,36,0,16291,0,1
1.0,43,49,1,1055,1,0
1.0,43,44,0,44,1,0
1.0,43,44,0,44,1,0
1.0,56,44,1,448,1,0
1.0,43,37,1,149,0,0
1.0,10,27,1,399,0,0
1.0,30,74,0,229,1,0
0.55,40,26,1,451,1,1
1.0,56,36,1,295,1,0
0.5,60,31,1,167,1,0
1.0,40,56,1,94,0,0
1.0,40,37,1,229,0,0
1.0,53,24,0,1929,0,0
0.96,43,31,1,511,1,0
0.46,43,52,0,48,1,0
0.61,40,37,1,222,1,0
0.81,40,55,1,126,1,0
1.0,10,35,0,490,0,0
1.0,53,50,1,29,1,0
1.0,43,65,0,229,0,0
1.0,10,57,0,2103,0,0
0.55,43,51,0,106,0,0
1.0,53,31,0,133,1,0
1.0,30,45,1,1329,1,0
0.86,40,41,1,118,0,0
1.0,30,26,0,1313,1,0
1.0,40,37,1,1943,1,0
1.0,10,41,0,3366,1,0
1.0,40,26,1,3021,1,0
1.0,43,30,0,214,1,0
1.0,43,76,0,27,1,0
0.51,43,46,0,45,0,0
0.3,30,44,1,473,0,0
0.72,53,45,1,37,1,0
1.0,10,80,0,105,1,0
0.04,50,94,0,29,0,0
1.0,30,42,1,27000,1,0
1.0,43,45,1,46,1,0
0.61,30,35,1,91,0,0
0.72,43,33,0,3852,0,0
0.58,43,47,0,461,1,0
1.0,43,53,0,20,0,0
0.14,43,28,1,3021,0,0
0.08,40,27,1,105,0,0
1.0,40,28,1,4116,1,1
0.51,30,66,1,522,0,0
0.51,30,66,1,522,1,0
1.0,40,40,1,634,1,1
1.0,10,39,0,522,0,0
1.0,10,48,1,105,0,0
1.0,53,54,1,983,0,0
1.0,10,49,0,282,1,0
1.0,40,40,1,405,0,0
0.38,43,43,0,57,1,0
1.0,43,36,0,6485,1,0
1.0,43,51,0,302,1,0
1.0,43,51,0,302,0,0
0.86,43,77,0,45,0,0
1.0,50,58,1,17,1,0
0.43,30,57,0,4087,1,0
0.91,40,42,1,32,0,0
1.0,56,58,1,71,0,0
1.0,30,69,1,282,1,0
0.13,56,49,0,94,1,0
1.0,30,56,1,657,0,0
1.0,30,37,1,41,0,0
1.0,10,63,0,44,0,0
0.85,56,40,0,35,0,0
1.0,30,50,0,983,0,0
1.0,43,37,1,3386,1,0
1.0,43,38,0,39,0,0
1.0,40,49,1,473,0,0
0.46,53,49,0,983,1,0
0.46,53,49,0,983,0,0
0.24,10,25,0,1313,1,0
1.0,40,39,1,15725,0,0
1.0,30,30,1,3541,0,0
0.11,43,28,0,94,0,0
1.0,10,25,1,76,0,0
1.0,10,39,0,1054,0,0
0.62,10,52,0,741,1,0
1.0,50,47,1,24,0,0
0.61,10,51,0,42,0,0
1.0,43,29,0,48,0,0
1.0,40,51,1,50,1,0
0.35,43,35,1,3564,1,0
0.9,30,65,1,71,1,0
0.08,40,28,1,37,1,0
1.0,30,35,0,713,0,0
1.0,43,64,0,50,0,0
1.0,40,33,1,16,1,0
0.4,40,37,1,4116,0,0
1.0,40,66,0,131,1,0
0.12,30,28,1,3021,0,0
1.0,40,46,1,35,0,0
0.67,10,66,0,57,1,0
1.0,43,73,0,229,0,0
1.0,50,52,1,298,0,0
1.0,43,55,0,4128,0,0
0.7,40,28,1,298,0,0
0.7,40,28,1,298,1,0
0.44,43,34,1,741,1,0
1.0,40,55,1,57,0,0
1.0,40,31,1,97,0,0
1.0,40,52,1,796,0,0
1.0,40,39,1,91,0,0
0.43,40,76,0,405,1,0
1.0,30,42,0,3021,1,0
1.0,43,76,0,72,1,0
1.0,40,61,0,19,0,0
0.86,43,44,0,3021,1,0
1.0,10,64,0,64,0,0
1.0,43,41,0,48,1,0
0.51,10,24,1,287,0,0
0.33,43,24,1,287,0,1
1.0,30,30,1,405,0,0
0.39,10,50,0,229,1,0
1.0,10,24,0,347,1,0
0.62,53,55,0,1165,1,0
1.0,10,37,0,27000,0,0
1.0,43,41,0,82,0,0
1.0,50,53,1,270,0,0
0.91,40,38,1,20,1,0
1.0,56,48,1,1313,0,0
1.0,40,48,1,3386,1,0
1.0,40,27,1,128,1,0
0.5,10,49,0,634,1,0
0.76,30,22,1,1054,1,0
1.0,10,46,1,42,1,0
0.66,30,35,1,741,1,0
1.0,40,24,0,23,0,0
0.55,40,43,1,60,1,0
1.0,53,49,1,48,0,0
1.0,40,45,1,632,1,0
1.0,43,31,0,70,1,0
0.27,43,36,1,461,0,0
0.23,10,29,1,983,1,0
1.0,50,50,1,14,1,0
1.0,40,39,1,405,1,0
1.0,43,53,0,983,1,0
1.0,30,54,1,28,1,0
1.0,40,27,1,3021,1,0
0.36,40,50,1,9,1,0
1.0,43,32,0,51,0,0
0.49,30,30,0,13719,1,0
0.81,50,38,1,109,1,0
1.0,40,30,1,122,1,0
0.64,10,30,0,4116,1,0
1.0,10,36,0,4128,0,0
1.0,43,61,1,112,1,0
1.0,40,34,1,120,0,0
0.72,30,38,0,44,0,0
1.0,30,52,1,182,0,0
1.0,43,68,0,1219,0,0
1.0,40,66,1,227,1,0
0.28,56,68,1,820,1,0
1.0,40,61,1,3564,0,0
0.59,60,42,1,563,1,0
1.0,43,50,1,4116,1,0
1.0,43,50,1,4116,0,0
1.0,40,60,1,53,1,0
1.0,10,30,0,67,0,0
0.95,50,38,1,6736,1,0
1.0,40,29,1,37,0,0
0.26,10,53,0,298,1,0
1.0,40,32,0,635,1,0
1.0,50,41,1,86,0,0
1.0,10,42,0,74,1,0
1.0,56,50,1,4128,1,0
1.0,10,48,0,983,0,0
1.0,40,64,0,713,0,0
1.0,50,54,1,43,1,0
1.0,43,34,1,405,1,0
1.0,40,65,1,186,0,0
1.0,66,47,1,68,1,0
0.53,30,38,0,230,0,0
1.0,43,55,1,204,0,0
0.5,50,43,0,713,0,0
0.71,40,33,1,31,1,0
0.74,40,27,1,98,0,0
0.43,30,23,1,26,1,0
0.01,40,63,1,126,0,0
1.0,40,78,1,2103,0,1
1.0,30,36,1,204,1,0
0.75,40,45,1,159,0,0
0.53,30,71,1,451,1,0
1.0,40,31,1,106,0,1
1.0,43,38,1,4116,0,0
1.0,60,52,1,6689,1,0
1.0,30,50,0,186,1,0
0.71,30,41,1,3866,0,0
1.0,10,33,1,4116,0,0
1.0,40,66,1,50,1,0
0.49,43,50,1,405,1,1
1.0,30,51,0,763,1,0
1.0,30,30,0,1193,0,0
1.0,43,42,1,283,1,0
0.03,40,46,1,67,0,0
1.0,30,27,1,27,1,0
0.89,43,41,1,4116,1,0
0.1,10,41,0,4116,1,0
0.75,10,26,0,960,1,0
1.0,40,64,1,15,0,0
0.8,40,54,1,43,0,1
0.83,40,61,1,405,1,0
1.0,53,44,0,405,0,0
0.74,53,51,1,473,1,0
1.0,43,42,1,2715,1,0
1.0,40,32,0,851,0,0
0.89,50,45,1,78,0,0
0.39,30,20,0,3866,1,0
0.94,30,32,1,137,1,0
1.0,43,83,0,167,0,1
1.0,30,49,1,1313,0,0
1.0,43,45,1,105,0,0
0.7,40,45,0,27000,1,0
0.78,53,33,0,3021,0,0
1.0,30,76,0,182,0,0
0.74,40,30,1,2767,0,0
0.89,10,74,0,4128,0,1
0.55,43,39,0,27,0,0
0.87,56,51,1,983,1,0
0.78,53,82,1,399,0,0
0.24,60,57,0,1385,1,0
1.0,40,52,1,300,1,0
0.16,30,48,0,271,1,0
0.64,30,29,1,6736,1,0
0.74,40,23,1,37,1,0
0.77,50,49,1,461,0,0
1.0,10,26,0,473,0,0
1.0,43,38,0,101,1,0
1.0,40,68,0,4128,1,0
0.51,30,31,1,1296,1,0
1.0,43,35,1,1296,0,0
0.19,40,26,1,972,1,1
1.0,40,71,1,42,0,0
1.0,60,54,0,16533,1,0
1.0,43,80,0,399,1,0
0.68,56,54,1,473,0,0
1.0,60,54,0,158,0,0
0.21,43,43,0,47,1,0
0.14,43,49,0,22,0,0
1.0,10,86,0,2620,1,0
1.0,10,45,0,1313,0,0
0.12,60,42,1,14,0,0
0.66,53,53,0,412,0,0
0.24,10,53,0,412,0,0
1.0,30,30,1,405,1,0
0.48,53,26,0,42,0,0
0.35,50,22,0,126,1,0
1.0,43,27,0,1385,0,0
1.0,40,31,0,817,1,0
1.0,53,63,0,405,1,0
0.49,43,35,1,15,1,0
1.0,40,49,1,399,0,0
0.5,30,48,1,197,0,1
1.0,40,35,1,13,1,0
1.0,40,79,1,473,0,0
0.87,53,52,0,4116,0,0
0.56,43,56,0,27000,0,0
1.0,40,21,0,48,1,0
1.0,43,36,1,220,0,0
1.0,10,41,0,4348,1,0
1.0,30,64,0,217,0,0
0.73,30,48,0,142,0,0
1.0,43,37,1,405,1,0
1.0,43,37,1,405,0,0
0.3,30,21,1,56,1,0
1.0,40,54,0,1313,0,0
0.75,10,21,0,4128,1,0
1.0,10,60,0,56,1,0
1.0,60,43,1,405,1,0
1.0,53,57,0,23,0,0
1.0,53,50,1,881,1,0
1.0,10,21,0,142,0,0
1.0,40,29,0,1398,0,0
0.22,40,28,1,4427,1,1
1.0,30,50,1,434,0,0
0.37,40,20,0,50,0,0
1.0,40,84,0,2694,1,0
0.91,43,45,0,122,1,0
1.0,40,55,1,1199,0,0
0.89,43,26,1,1313,0,0
1.0,40,38,1,754,0,0
1.0,30,29,1,747,1,0
0.86,40,58,1,201,0,0
1.0,43,51,1,27,1,0
0.86,40,54,1,213,1,0
1.0,53,61,1,37,1,0
0.36,53,28,0,73,0,0
1.0,40,26,0,3075,0,0
0.66,10,49,0,91,0,0
0.66,40,51,1,22,1,0
0.73,10,24,0,109,0,0
0.9,43,21,0,24,0,0
0.65,10,27,0,222,0,0
0.72,30,28,0,388,0,0
1.0,10,49,0,39,0,0
0.08,30,47,0,522,0,0
0.81,43,31,0,347,0,0
0.81,43,31,0,347,1,0
1.0,10,49,0,485,0,0
0.76,30,39,1,309,1,0
0.76,30,39,1,309,0,0
0.74,43,40,1,3386,0,0
1.0,10,49,0,473,0,0
1.0,50,38,1,473,0,0
0.29,40,43,1,131,1,0
1.0,30,47,1,23,1,0
0.49,10,20,0,91,1,0
0.87,43,53,0,67,1,0
0.93,30,22,0,432,0,0
0.49,30,57,0,43,0,0
0.67,40,22,0,165,0,0
1.0,10,45,1,50,0,0
0.21,30,46,0,1385,0,1
1.0,60,50,1,282,0,0
0.6,43,39,0,405,0,0
1.0,56,49,0,568,0,0
1.0,10,25,1,3366,1,0
1.0,30,53,1,72,1,0
1.0,40,34,0,1054,1,0
0.07,30,54,1,283,0,0
0.61,40,29,1,741,0,0
1.0,40,50,1,49,0,0
1.0,40,61,0,23,0,0
0.8,10,35,0,49,1,0
1.0,10,43,0,1313,0,0
0.83,56,45,0,6,0,0
1.0,10,43,0,78,1,0
0.58,43,46,0,1165,0,0
1.0,40,44,0,9422,1,0
1.0,40,44,0,9422,0,0
1.0,30,54,1,741,1,0
0.41,30,22,0,64,0,1
0.5,30,38,1,4116,0,0
0.61,40,20,1,405,1,0
1.0,40,30,1,2163,1,0
1.0,40,51,1,62,0,0
1.0,40,51,1,62,1,0
1.0,40,51,0,2103,0,0
0.32,10,49,1,41,1,0
0.8,40,46,0,473,1,0
1.0,30,51,0,204,0,0
0.27,30,56,0,45,1,0
0.27,30,56,0,45,1,0
0.73,40,46,1,91,0,0
0.36,40,48,1,32,0,1
1.0,30,36,1,405,1,0
1.0,30,53,0,983,0,0
1.0,30,53,0,983,0,0
0.97,10,44,0,1313,1,0
0.97,10,47,0,522,1,0
0.49,30,50,1,405,1,0
1.0,43,55,1,50,1,1
0.61,53,51,0,1054,0,0
0.96,30,31,1,1054,1,0
0.98,30,61,0,3386,1,0
0.98,30,61,0,3386,0,0
1.0,40,50,1,182,1,0
0.89,30,51,0,473,1,0
0.31,10,45,0,179,0,0
0.36,43,24,0,62,0,0
0.96,40,47,1,146,0,0
0.86,43,22,1,139,0,0
0.9,40,49,0,243,1,0
0.03,30,40,1,903,0,0
0.78,30,41,1,23,1,0
0.51,43,34,0,44,1,0
0.17,43,54,1,44,0,0
0.85,10,44,0,193,0,0
0.6,10,37,0,405,0,0
0.6,10,37,0,405,1,0
0.72,10,47,1,11,1,0
0.93,10,20,0,105,0,0
1.0,30,24,1,30,1,0
0.57,43,51,0,155,0,0
0.21,43,49,0,11,0,0
0.13,10,51,0,9,0,0
0.38,30,49,1,4128,0,0
0.51,50,55,1,23,1,0
0.27,40,20,1,362,0,1
0.49,43,53,0,413,0,0
0.55,40,49,1,58,0,0
0.35,30,49,1,17,1,0
0.37,40,18,1,20,0,0
0.45,40,45,0,634,1,0
0.23,40,19,0,1313,1,0
0.43,40,50,1,817,1,0
0.18,10,42,0,46,1,0
0.12,40,56,1,12,1,0
0.71,40,53,0,171,0,0
0.08,40,51,0,1165,0,0
0.72,43,20,0,405,1,0
1.5,50,26,0,372,1,0
0.47,40,42,1,399,0,1
0.93,43,43,0,2906,1,0
1.0,10,39,0,126,1,0
0.49,40,62,0,2163,1,0
1.0,40,38,1,3866,0,0
1.0,10,38,0,4116,0,0
1.0,10,58,0,4116,0,1
0.69,43,59,1,4253,0,0
0.48,40,27,1,6736,1,0
1.0,40,28,1,1227,0,0
0.48,30,50,1,679,0,1
0.96,30,48,1,7571,0,0
0.96,30,48,1,7571,1,0
0.66,10,28,0,61,1,0
0.96,53,33,0,10068,0,0
0.96,53,33,0,10068,1,1
0.49,10,50,0,173,0,0
