"IDpol","ClaimAmount","ClaimNb","Exposure","VehPower","VehAge","DrivAge","BonusMalus","VehBrand","VehGas","Area","Density","Region"
95926,1128.12,1,0.91,7,11,31,101,"B10","Diesel","B",53,"Aquitaine"
95932,1089.13,1,0.3,7,17,44,50,"B1","Regular","C",155,"Centre"
96007,317.36,1,0.45,6,7,51,51,"B3","Diesel","E",2039,"Nord-Pas-de-Calais"
96017,65.69,1,1,4,1,44,58,"B4","Diesel","E",6157,"Nord-Pas-de-Calais"
96035,2195.26,1,0.07,5,12,47,50,"B5","Diesel","B",84,"Nord-Pas-de-Calais"
96041,1128.12,1,0.63,11,9,49,50,"B14","Diesel","C",110,"Nord-Pas-de-Calais"
96076,1128.12,1,0.13,5,15,20,100,"B1","Diesel","C",181,"Nord-Pas-de-Calais"
96099,1128.12,1,1,4,12,20,125,"B3","Regular","E",7259,"Nord-Pas-de-Calais"
96105,1128.12,1,1,4,15,23,80,"B4","Regular","D",817,"Nord-Pas-de-Calais"
96147,71.47,1,0.16,4,11,23,50,"B4","Diesel","A",12,"Centre"
96156,83.4,1,1,7,16,49,50,"B5","Regular","A",12,"Centre"
96227,1128.12,1,1,6,7,55,64,"B1","Diesel","E",8561,"Ile-de-France"
96296,560.27,2,0.83,5,13,19,95,"B1","Regular","A",13,"Centre"
96296,62.5,2,0.83,5,13,19,95,"B1","Regular","A",13,"Centre"
96308,501.94,1,0.83,4,10,25,85,"B1","Regular","D",1313,"Centre"
96313,1128.12,1,0.55,12,5,36,50,"B10","Diesel","A",14,"Centre"
96314,606.27,1,0.44,12,5,36,52,"B10","Diesel","A",14,"Centre"
96395,217.39,1,0.66,5,0,60,77,"B5","Regular","A",14,"Centre"
96453,1128.12,1,0.45,9,5,20,112,"B1","Regular","A",29,"Pays-de-la-Loire"
96479,812.48,1,0.37,7,1,23,100,"B3","Diesel","C",444,"Bretagne"
96631,1128.12,1,0.45,7,12,70,50,"B1","Regular","D",1974,"Poitou-Charentes"
96683,923.01,1,1,6,7,24,72,"B1","Regular","E",2399,"Centre"
96713,2017.82,1,0.8,6,11,39,125,"B1","Regular","C",144,"Centre"
96734,1656.61,1,0.17,7,5,31,81,"B5","Regular","C",104,"Ile-de-France"
96735,1128.12,1,0.42,7,3,31,112,"B5","Regular","C",104,"Ile-de-France"
96784,1128.12,1,1,9,8,33,71,"B11","Regular","D",1314,"Centre"
96917,37.87,1,0.75,4,5,52,50,"B13","Regular","C",312,"Centre"
96974,1559.1,1,0.11,6,12,25,100,"B1","Diesel","D",704,"Ile-de-France"
97060,1128.12,1,0.39,5,10,49,125,"B3","Regular","C",388,"Centre"
97328,5151.66,1,0.53,5,4,31,70,"B3","Diesel","B",94,"Bretagne"
97336,14848.54,1,0.45,10,19,49,50,"B10","Diesel","C",229,"Bretagne"
97505,1896.45,1,0.85,4,5,30,76,"B4","Diesel","E",2715,"Centre"
97530,1128.12,1,1,7,2,70,52,"B2","Regular","A",26,"Centre"
97593,7790.74,1,0.21,6,7,24,120,"B2","Diesel","B",56,"Centre"
97807,648.84,1,1,6,7,45,90,"B2","Diesel","E",6570,"Ile-de-France"
97832,500,1,0.5,6,9,22,90,"B1","Diesel","D",741,"Centre"
97901,367,1,0.05,5,16,49,50,"B1","Regular","C",192,"Centre"
97995,1128.12,1,0.02,4,12,66,54,"B1","Regular","B",91,"Centre"
98134,272.2,1,0.51,4,23,36,50,"B1","Regular","B",57,"Centre"
98140,1128.12,1,0.75,7,1,57,50,"B1","Diesel","A",23,"Centre"
98248,1212.01,1,0.31,6,4,40,50,"B1","Diesel","A",13,"Centre"
98438,774.99,1,0.24,9,8,28,95,"B3","Regular","E",3430,"Rhone-Alpes"
98460,1886.19,1,0.23,9,13,41,68,"B2","Regular","E",3688,"Rhone-Alpes"
98477,9831.94,1,0.2,5,3,19,95,"B3","Diesel","B",96,"Rhone-Alpes"
98508,102.8,1,1,7,3,67,50,"B1","Regular","B",70,"Rhone-Alpes"
98541,1741.85,1,0.22,6,9,80,50,"B2","Regular","B",67,"Rhone-Alpes"
98603,1128.12,1,1,7,11,53,50,"B11","Diesel","E",3688,"Rhone-Alpes"
98619,4963.33,1,0.3,9,9,61,55,"B10","Diesel","B",86,"Rhone-Alpes"
98626,3018.49,1,1,5,1,63,82,"B1","Regular","C",135,"Rhone-Alpes"
98644,847.5,1,0.53,7,10,19,95,"B1","Regular","B",66,"Rhone-Alpes"
98663,1128.12,1,0.73,7,15,86,50,"B2","Regular","D",1110,"Rhone-Alpes"
98672,1418.88,1,1,5,8,77,62,"B1","Regular","D",854,"Rhone-Alpes"
98694,72.58,1,1,6,9,53,50,"B1","Diesel","E",3688,"Rhone-Alpes"
98717,1128.12,2,0.91,7,7,34,62,"B6","Diesel","C",478,"Rhone-Alpes"
98717,18.23,2,0.91,7,7,34,62,"B6","Diesel","C",478,"Rhone-Alpes"
98754,192.88,1,0.36,7,13,39,50,"B5","Diesel","E",3688,"Rhone-Alpes"
98764,1253.19,1,0.82,5,10,31,64,"B5","Diesel","D",1110,"Rhone-Alpes"
98766,649.46,1,0.55,4,16,23,100,"B2","Regular","E",3688,"Rhone-Alpes"
98802,23.92,1,0.72,8,4,32,68,"B1","Diesel","A",44,"Centre"
98809,1282.77,1,1,8,19,29,95,"B1","Diesel","D",1054,"Centre"
98824,270.36,2,0.46,6,13,63,85,"B2","Diesel","D",1054,"Centre"
98824,3369.1,2,0.46,6,13,63,85,"B2","Diesel","D",1054,"Centre"
98844,1128.12,1,0.57,5,11,44,125,"B6","Regular","D",1054,"Centre"
98885,5947.35,1,0.07,9,13,43,100,"B1","Regular","D",1489,"Pays-de-la-Loire"
98916,182.41,1,1,8,9,57,62,"B10","Diesel","C",126,"Centre"
98920,1128.12,1,0.82,4,3,27,118,"B4","Diesel","D",1054,"Centre"
98934,53.18,1,0.51,6,15,44,50,"B13","Regular","C",399,"Centre"
98954,1128.12,1,0.1,5,14,25,100,"B2","Regular","D",1054,"Centre"
98978,80.15,1,1,7,1,44,50,"B3","Regular","C",465,"Ile-de-France"
99024,217.02,1,1,5,6,34,68,"B4","Diesel","D",1054,"Centre"
99059,2537.18,1,0.72,7,12,62,50,"B1","Regular","D",1054,"Centre"
99095,3778.38,1,0.91,5,4,37,77,"B3","Diesel","B",73,"Centre"
99125,1128.12,1,0.72,7,12,52,90,"B12","Diesel","D",1054,"Centre"
99135,1128.12,1,0.21,6,9,57,80,"B1","Diesel","D",1054,"Centre"
99141,519.64,1,0.48,7,5,63,100,"B1","Regular","D",1054,"Centre"
99168,2295.77,1,0.61,6,1,42,50,"B1","Diesel","A",7,"Centre"
99187,875.18,1,0.13,6,3,53,50,"B4","Regular","D",1054,"Centre"
99234,1942.19,1,0.02,8,15,21,95,"B5","Regular","D",1054,"Centre"
99235,2302.4,1,0.05,8,15,21,95,"B5","Regular","D",1054,"Centre"
99244,2419.33,1,0.63,7,12,44,76,"B2","Diesel","C",308,"Centre"
99248,1128.12,1,0.16,7,14,25,95,"B1","Diesel","D",1054,"Centre"
99249,1128.12,2,0.46,7,14,25,100,"B1","Diesel","D",1054,"Centre"
99249,1128.12,2,0.46,7,14,25,100,"B1","Diesel","D",1054,"Centre"
99273,1128.12,1,0.58,6,16,38,125,"B1","Diesel","D",1054,"Centre"
99280,408.89,1,0.54,7,5,50,57,"B11","Diesel","D",1054,"Centre"
99294,1191.09,1,0.41,5,2,40,50,"B11","Diesel","C",376,"Centre"
99299,63.45,1,0.5,7,0,52,50,"B5","Regular","C",128,"Centre"
99336,513.69,1,0.18,4,8,27,100,"B6","Regular","D",1054,"Centre"
99342,78.04,1,0.25,6,14,23,100,"B1","Regular","D",1054,"Centre"
99377,1128,1,0.33,4,16,21,125,"B1","Regular","D",1054,"Centre"
99504,505.55,1,0.42,6,18,19,100,"B3","Diesel","B",65,"Nord-Pas-de-Calais"
99547,545.16,1,0.18,5,0,31,50,"B2","Diesel","C",180,"Nord-Pas-de-Calais"
99590,508.73,1,0.19,7,12,34,76,"B5","Diesel","C",330,"Nord-Pas-de-Calais"
99639,1128.12,1,1,7,4,62,63,"B5","Diesel","E",3744,"Provence-Alpes-Cotes-D'Azur"
99651,1128.12,1,0.22,4,13,26,95,"B2","Regular","D",1403,"Provence-Alpes-Cotes-D'Azur"
99654,693.15,1,0.33,6,6,26,90,"B2","Diesel","D",1403,"Provence-Alpes-Cotes-D'Azur"
99667,1128.12,1,0.5,6,5,34,95,"B3","Regular","D",863,"Rhone-Alpes"
99670,1128.12,1,0.5,4,10,40,62,"B1","Regular","E",3744,"Provence-Alpes-Cotes-D'Azur"
99695,2652.61,1,1,5,13,47,72,"B6","Regular","E",3744,"Provence-Alpes-Cotes-D'Azur"
99700,1094.49,1,0.29,7,14,31,80,"B1","Regular","E",3744,"Provence-Alpes-Cotes-D'Azur"
99719,1188.79,1,0.43,4,5,55,50,"B2","Regular","C",113,"Provence-Alpes-Cotes-D'Azur"
99727,309.23,1,0.05,4,8,48,75,"B1","Regular","E",3744,"Provence-Alpes-Cotes-D'Azur"
99730,1128.12,1,1,6,1,45,50,"B1","Regular","C",383,"Provence-Alpes-Cotes-D'Azur"
99762,1079.08,1,0.36,4,1,44,57,"B1","Regular","E",3744,"Provence-Alpes-Cotes-D'Azur"
99765,1128.12,1,1,7,9,54,50,"B1","Diesel","E",3744,"Provence-Alpes-Cotes-D'Azur"
99797,1128.12,1,1,4,2,55,50,"B1","Regular","D",613,"Provence-Alpes-Cotes-D'Azur"
99809,1128.12,1,0.5,4,17,27,70,"B2","Regular","D",1629,"Provence-Alpes-Cotes-D'Azur"
99836,437.18,1,1,6,8,35,85,"B1","Diesel","E",3744,"Provence-Alpes-Cotes-D'Azur"
99843,140.46,1,0.28,6,11,20,100,"B6","Diesel","D",1403,"Provence-Alpes-Cotes-D'Azur"
99846,1725.31,1,1,5,2,19,50,"B2","Diesel","E",3744,"Provence-Alpes-Cotes-D'Azur"
99866,78.14,1,1,4,0,49,50,"B1","Regular","E",3744,"Provence-Alpes-Cotes-D'Azur"
99898,1263.81,1,1,5,5,72,50,"B3","Diesel","D",1232,"Provence-Alpes-Cotes-D'Azur"
99901,1128.12,1,0.31,6,4,52,50,"B2","Diesel","C",162,"Provence-Alpes-Cotes-D'Azur"
99945,2628.12,1,0.6,4,3,46,50,"B1","Regular","C",383,"Provence-Alpes-Cotes-D'Azur"
99999,1893.61,1,0.83,7,6,25,118,"B1","Diesel","E",9307,"Rhone-Alpes"
100022,3949.04,2,0.46,6,1,36,57,"B4","Diesel","B",83,"Rhone-Alpes"
100022,107.57,2,0.46,6,1,36,57,"B4","Diesel","B",83,"Rhone-Alpes"
100025,1128.12,1,1,7,1,44,60,"B11","Diesel","D",1217,"Rhone-Alpes"
100049,564,1,0.8,4,0,26,80,"B1","Regular","F",27000,"Ile-de-France"
100064,430.48,1,0.27,8,5,19,100,"B2","Diesel","E",8549,"Rhone-Alpes"
100084,904.36,2,0.91,6,0,65,62,"B1","Diesel","C",343,"Rhone-Alpes"
100084,1128.12,2,0.91,6,0,65,62,"B1","Diesel","C",343,"Rhone-Alpes"
100096,1128.12,1,0.91,4,1,79,50,"B1","Regular","E",9307,"Rhone-Alpes"
100115,2350.86,1,1,5,1,77,60,"B2","Diesel","E",9307,"Rhone-Alpes"
100135,16510.22,1,0.89,8,13,38,58,"B1","Diesel","C",443,"Rhone-Alpes"
100140,1128.12,1,0.2,6,14,20,95,"B5","Regular","E",9307,"Rhone-Alpes"
100153,927.83,1,0.51,4,8,34,72,"B2","Diesel","E",8549,"Rhone-Alpes"
100180,780.5,1,0.78,6,10,53,57,"B6","Diesel","C",298,"Rhone-Alpes"
100227,478.54,1,0.76,5,13,29,64,"B1","Regular","E",9307,"Rhone-Alpes"
100234,1128.12,1,0.75,7,8,51,50,"B14","Diesel","D",1719,"Rhone-Alpes"
100242,119.58,1,0.75,7,1,50,50,"B1","Diesel","D",1920,"Pays-de-la-Loire"
100258,736.8,1,0.72,4,14,35,95,"B4","Regular","E",9307,"Rhone-Alpes"
100260,560.27,1,0.72,6,7,59,50,"B2","Diesel","E",8549,"Rhone-Alpes"
100269,1128.12,1,1,4,6,44,76,"B6","Regular","D",1445,"Aquitaine"
100306,1128.12,1,1,4,9,66,50,"B6","Regular","E",4253,"Aquitaine"
100331,1128.12,1,1,7,13,51,50,"B1","Diesel","D",1535,"Aquitaine"
100373,1128.12,1,0.76,6,13,22,100,"B2","Diesel","D",904,"Rhone-Alpes"
100382,1990.15,1,0.88,6,6,60,50,"B2","Diesel","B",52,"Aquitaine"
100442,1287.8,1,0.84,6,1,48,50,"B13","Diesel","C",254,"Aquitaine"
100447,1128.12,1,0.83,5,4,57,56,"B2","Diesel","C",300,"Aquitaine"
100488,795.14,1,0.79,4,10,49,62,"B1","Diesel","E",2906,"Aquitaine"
100568,1128.12,1,0.11,4,14,55,62,"B2","Regular","C",170,"Aquitaine"
100592,1128.12,1,0.65,7,10,24,100,"B1","Diesel","B",82,"Aquitaine"
100617,729.93,1,0.58,7,4,37,55,"B1","Diesel","D",1882,"Aquitaine"
100629,1128.12,1,0.54,15,0,75,97,"B14","Regular","E",4348,"Aquitaine"
100674,353.17,1,0.07,8,16,24,100,"B2","Regular","D",644,"Bretagne"
100698,1128.12,1,0.11,8,3,53,50,"B2","Diesel","D",644,"Bretagne"
100703,1128.12,1,1,9,9,33,68,"B1","Regular","D",1350,"Ile-de-France"
100736,1128.12,1,0.37,7,8,30,90,"B5","Regular","E",3386,"Bretagne"
100753,2709.48,1,0.65,6,9,48,50,"B3","Diesel","D",644,"Bretagne"
100757,89.23,1,0.44,8,10,55,50,"B1","Diesel","B",73,"Bretagne"
100831,214.5,1,0.64,5,10,20,100,"B2","Regular","D",644,"Bretagne"
100881,1128.12,1,0.12,7,8,43,100,"B1","Diesel","E",4128,"Pays-de-la-Loire"
100932,688.37,1,0.05,5,14,22,100,"B1","Regular","A",30,"Centre"
100940,1128.12,1,1,6,2,31,62,"B3","Diesel","A",16,"Centre"
100975,958.83,1,0.41,10,4,70,50,"B2","Regular","F",27000,"Ile-de-France"
101035,457.34,1,0.54,5,1,29,72,"B3","Diesel","B",68,"Picardie"
101069,1303.92,2,0.69,6,12,40,112,"B1","Diesel","E",2740,"Picardie"
101069,1140.28,2,0.69,6,12,40,112,"B1","Diesel","E",2740,"Picardie"
101079,84.79,1,1,7,2,31,63,"B4","Regular","E",4059,"Haute-Normandie"
101086,114.37,1,0.89,7,2,35,75,"B1","Diesel","E",7887,"Nord-Pas-de-Calais"
101105,21477.44,1,0.57,5,8,19,100,"B5","Regular","C",228,"Picardie"
101110,88.09,1,0.39,7,12,20,100,"B2","Regular","D",930,"Picardie"
101127,1386.56,1,1,5,1,58,50,"B2","Diesel","B",53,"Picardie"
101154,1128.12,1,1,6,7,28,61,"B1","Diesel","B",76,"Picardie"
101160,2574.95,1,0.48,4,12,26,85,"B3","Diesel","E",2740,"Picardie"
101161,55.12,1,0.09,5,12,26,80,"B14","Regular","E",2740,"Picardie"
101163,1128.12,1,0.97,6,0,30,90,"B1","Diesel","C",338,"Picardie"
101167,426.5,1,0.72,4,12,35,80,"B1","Diesel","E",2740,"Picardie"
101173,829.99,1,0.01,7,6,45,54,"B1","Regular","B",51,"Picardie"
101212,1128.12,1,0.55,5,12,21,100,"B3","Diesel","C",188,"Picardie"
101249,1128.12,1,0.86,7,1,30,71,"B5","Diesel","D",1526,"Picardie"
101279,1128.12,1,0.73,6,11,20,95,"B6","Regular","D",930,"Picardie"
101280,1188.84,1,0.84,6,8,33,112,"B1","Regular","E",2740,"Picardie"
101288,256.22,1,0.7,7,0,54,50,"B1","Diesel","E",2740,"Picardie"
101291,807.26,1,0.83,5,2,25,72,"B2","Diesel","A",32,"Picardie"
101555,98.47,1,0.68,7,11,36,60,"B11","Diesel","E",2472,"Rhone-Alpes"
101626,1128.12,1,0.51,5,6,27,100,"B1","Regular","E",2472,"Rhone-Alpes"
101649,1128.12,1,0.5,10,4,67,62,"B2","Regular","D",1328,"Rhone-Alpes"
101664,103.65,1,0.22,4,14,60,80,"B5","Regular","E",5449,"Rhone-Alpes"
101673,5009.89,1,0.00819672131147541,9,5,26,72,"B3","Regular","E",4646,"Rhone-Alpes"
101710,1128.12,1,0.25,10,9,49,77,"B13","Diesel","C",200,"Rhone-Alpes"
101730,564.06,1,0.21,4,14,26,72,"B1","Regular","E",5449,"Rhone-Alpes"
101945,277.65,1,0.89,5,17,19,100,"B3","Regular","B",53,"Aquitaine"
101955,1128.12,1,0.89,7,9,26,90,"B6","Diesel","A",37,"Aquitaine"
101965,2427.88,1,0.2,4,11,39,112,"B3","Diesel","E",2620,"Aquitaine"
101981,1128.12,1,0.46,4,10,21,100,"B2","Regular","B",92,"Aquitaine"
102000,1763.84,1,0.03,5,2,54,75,"B1","Diesel","C",260,"Aquitaine"
102083,1230.95,1,0.35,10,10,71,50,"B1","Regular","A",32,"Aquitaine"
102086,12974.9,1,0.13,8,10,25,68,"B1","Diesel","C",120,"Aquitaine"
102210,1128.12,1,1,4,13,32,85,"B5","Diesel","C",461,"Bretagne"
102222,1128.12,1,1,9,8,43,77,"B2","Regular","C",139,"Bretagne"
102226,1128.12,1,0.18,9,10,20,95,"B3","Regular","D",1690,"Bretagne"
102250,1128.12,1,0.05,7,12,55,57,"B10","Diesel","E",3021,"Bretagne"
102263,1128.12,1,0.36,8,9,45,91,"B3","Regular","C",285,"Bretagne"
102280,1128.12,1,0.23,7,13,37,125,"B11","Regular","B",73,"Bretagne"
102331,1128.12,1,0.38,7,8,40,68,"B2","Diesel","E",3021,"Bretagne"
102395,1128.12,1,0.66,5,13,56,50,"B2","Regular","A",7,"Centre"
102422,1128.12,1,0.88,9,13,51,58,"B11","Diesel","E",3866,"Centre"
102433,1128.12,1,1,7,5,48,50,"B5","Diesel","C",149,"Centre"
102463,1128.12,1,1,6,18,79,50,"B5","Regular","A",9,"Centre"
102552,2376.8,1,0.21,6,4,20,100,"B3","Regular","C",222,"Centre"
102559,1128.12,1,0.32,7,15,19,95,"B5","Regular","C",394,"Centre"
102583,2873.12,1,0.4,4,11,42,75,"B1","Diesel","C",239,"Centre"
102774,1128.12,1,0.93,6,5,68,58,"B2","Diesel","E",2715,"Centre"
102797,1128.12,1,0.99,6,12,44,50,"B1","Diesel","B",57,"Centre"
102803,1128.12,1,0.33,7,18,20,125,"B1","Regular","E",4116,"Centre"
102880,1128.12,1,0.69,6,6,26,100,"B1","Diesel","C",176,"Centre"
102892,2170.15,1,0.43,6,7,47,90,"B1","Diesel","E",4116,"Centre"
102900,1128.12,1,0.06,8,9,27,80,"B5","Regular","D",1027,"Centre"
102922,1128.12,2,0.75,5,14,44,73,"B2","Regular","A",44,"Centre"
102922,2046.36,2,0.75,5,14,44,73,"B2","Regular","A",44,"Centre"
102924,1128.12,1,0.75,4,13,82,50,"B1","Regular","E",4116,"Centre"
102926,790.18,1,0.08,5,16,34,60,"B3","Regular","E",4116,"Centre"
102986,89.82,1,0.12,6,6,20,112,"B2","Diesel","A",26,"Centre"
103108,959.25,1,1,10,11,45,50,"B12","Diesel","C",262,"Lorraine"
103118,410.9,1,0.85,9,13,60,50,"B2","Regular","D",1601,"Lorraine"
103155,1128.12,1,0.98,6,9,37,56,"B1","Diesel","D",1601,"Lorraine"
103190,1000.27,1,1,5,6,42,50,"B5","Diesel","C",478,"Lorraine"
103197,830.48,1,0.91,7,11,62,50,"B3","Regular","C",478,"Lorraine"
103239,182.7,1,0.69,5,0,29,60,"B5","Diesel","D",1601,"Lorraine"
103304,535.94,1,0.5,13,14,67,50,"B11","Regular","D",1601,"Lorraine"
103337,972.48,1,0.72,7,11,39,50,"B1","Regular","D",1601,"Lorraine"
103358,1128.12,1,0.7,5,12,47,62,"B3","Diesel","C",478,"Lorraine"
103391,1197.78,1,0.63,5,8,63,50,"B3","Regular","D",1601,"Lorraine"
103423,75.68,1,0.6,5,0,63,50,"B2","Diesel","C",153,"Lorraine"
103484,1128.12,1,0.86,6,11,50,62,"B6","Diesel","E",3317,"Provence-Alpes-Cotes-D'Azur"
103560,647.9,1,0.68,4,10,51,53,"B1","Regular","C",298,"Provence-Alpes-Cotes-D'Azur"
103562,2243.96,1,0.25,10,7,36,57,"B13","Diesel","E",3317,"Provence-Alpes-Cotes-D'Azur"
103584,63.82,1,0.61,6,5,41,50,"B2","Diesel","E",3317,"Provence-Alpes-Cotes-D'Azur"
103600,1128.12,1,0.47,5,16,35,60,"B1","Diesel","E",9817,"Ile-de-France"
103614,1128.12,1,0.5,6,0,72,50,"B2","Regular","D",1005,"Provence-Alpes-Cotes-D'Azur"
103627,6128.82,1,0.46,4,10,42,50,"B1","Regular","B",57,"Provence-Alpes-Cotes-D'Azur"
103702,1128.12,1,0.12,7,15,52,50,"B3","Regular","E",3317,"Provence-Alpes-Cotes-D'Azur"
103785,59.19,1,0.77,13,7,47,50,"B11","Regular","D",1943,"Centre"
103810,214.21,1,0.64,7,10,52,50,"B1","Regular","B",51,"Centre"
103820,1128.12,1,0.25,8,4,22,90,"B6","Diesel","A",42,"Centre"
103835,1128.12,1,0.47,5,6,43,50,"B3","Regular","A",33,"Centre"
103855,360.32,1,0.58,5,8,39,95,"B1","Diesel","A",42,"Centre"
103872,1262.9,1,0.52,6,14,39,64,"B6","Regular","A",49,"Centre"
103898,4127.54,1,0.26,6,7,43,50,"B3","Diesel","A",25,"Centre"
103909,1791.25,1,0.31,5,0,49,85,"B2","Diesel","E",2928,"Centre"
104022,1204.34,1,0.77,6,9,47,54,"B6","Diesel","A",8,"Centre"
104026,1128.12,1,1,7,15,47,95,"B1","Regular","A",8,"Centre"
104045,329.52,1,0.31,6,7,19,100,"B3","Diesel","E",3541,"Pays-de-la-Loire"
104120,1128.12,1,0.86,4,6,48,50,"B6","Regular","D",1313,"Centre"
104122,1128.12,1,0.07,7,16,21,100,"B1","Regular","A",10,"Centre"
104141,1128.12,1,0.66,6,9,23,76,"B6","Regular","C",369,"Centre"
104191,669.71,1,0.81,7,14,30,100,"B3","Regular","D",1313,"Centre"
104209,564.06,1,0.77,7,1,55,50,"B1","Diesel","D",1313,"Centre"
104347,71.65,1,0.34,7,8,20,90,"B1","Regular","C",458,"Provence-Alpes-Cotes-D'Azur"
104384,1128.12,1,1,4,12,80,55,"B5","Regular","D",1442,"Nord-Pas-de-Calais"
104391,1128.12,1,1,6,8,45,55,"B1","Diesel","D",551,"Nord-Pas-de-Calais"
104433,1128.12,1,0.35,6,3,45,50,"B2","Diesel","E",3490,"Nord-Pas-de-Calais"
104472,564.06,1,0.95,5,0,31,58,"B5","Diesel","D",1445,"Aquitaine"
104499,171.04,1,1,7,13,69,50,"B2","Regular","D",1488,"Rhone-Alpes"
104528,1128.12,1,0.43,4,9,34,50,"B1","Regular","E",3098,"Nord-Pas-de-Calais"
104545,1128.12,1,0.37,6,13,62,50,"B2","Diesel","E",3095,"Nord-Pas-de-Calais"
104583,1128.12,1,0.9,4,4,42,50,"B1","Regular","D",1466,"Nord-Pas-de-Calais"
104590,1128.12,1,0.88,4,4,41,50,"B1","Regular","C",269,"Nord-Pas-de-Calais"
104616,1128.12,1,0.78,4,12,49,50,"B1","Diesel","C",431,"Nord-Pas-de-Calais"
104692,1224.35,1,0.75,6,9,36,50,"B3","Diesel","E",8455,"Rhone-Alpes"
104725,1128.12,1,0.46,6,1,45,80,"B1","Diesel","E",3457,"Rhone-Alpes"
104779,1128.12,1,0.68,4,2,68,68,"B6","Regular","E",8455,"Rhone-Alpes"
104824,321.99,1,0.34,9,16,35,62,"B1","Regular","E",8455,"Rhone-Alpes"
104860,1115.64,1,0.21,7,13,23,100,"B3","Regular","D",516,"Rhone-Alpes"
105074,1976.89,1,1,4,5,71,50,"B2","Regular","E",2674,"Provence-Alpes-Cotes-D'Azur"
105095,1064.46,1,0.94,6,6,21,90,"B3","Diesel","E",2733,"Provence-Alpes-Cotes-D'Azur"
105098,152333.22,2,0.74,14,12,35,64,"B11","Regular","E",2674,"Provence-Alpes-Cotes-D'Azur"
105098,333.17,2,0.74,14,12,35,64,"B11","Regular","E",2674,"Provence-Alpes-Cotes-D'Azur"
105106,1128.12,1,0.91,10,12,62,140,"B12","Diesel","E",4762,"Provence-Alpes-Cotes-D'Azur"
105111,849.28,1,0.9,6,2,34,68,"B5","Diesel","E",5433,"Provence-Alpes-Cotes-D'Azur"
105122,8.06,1,0.89,6,5,58,50,"B4","Regular","E",2733,"Provence-Alpes-Cotes-D'Azur"
105195,1128.12,1,0.43,7,0,28,90,"B13","Diesel","C",471,"Provence-Alpes-Cotes-D'Azur"
105243,585.64,1,0.57,7,5,38,95,"B1","Diesel","E",4762,"Provence-Alpes-Cotes-D'Azur"
105252,1128.12,1,0.56,5,14,23,100,"B2","Regular","E",2446,"Provence-Alpes-Cotes-D'Azur"
105303,1128.12,1,0.39,4,6,28,76,"B14","Regular","E",2733,"Provence-Alpes-Cotes-D'Azur"
105307,1204.93,1,0.12,6,8,21,100,"B3","Diesel","E",4762,"Provence-Alpes-Cotes-D'Azur"
105366,1069.55,1,0.3,6,15,34,80,"B3","Regular","C",213,"Limousin"
105402,152.45,1,0.35,9,6,27,60,"B3","Regular","C",213,"Limousin"
105479,580.08,1,0.18,8,10,52,50,"B14","Diesel","A",9,"Limousin"
105587,911.29,1,0.37,6,0,31,50,"B1","Diesel","A",25,"Aquitaine"
105711,1128.12,1,1,4,13,60,106,"B2","Regular","C",149,"Centre"
105786,1235,1,0.46,7,9,71,50,"B6","Diesel","C",149,"Centre"
105800,1128.12,1,1,4,4,69,50,"B2","Regular","C",149,"Centre"
105815,1045.99,1,1,8,16,24,85,"B11","Regular","C",149,"Centre"
105821,3127.61,1,0.96,7,11,74,50,"B6","Diesel","C",149,"Centre"
105861,1128.12,1,0.82,4,1,60,52,"B1","Regular","C",149,"Centre"
105922,1128.12,1,0.62,4,4,20,125,"B1","Regular","C",122,"Basse-Normandie"
105925,1128.12,1,1,5,2,47,50,"B1","Diesel","C",133,"Haute-Normandie"
105968,402.06,1,1,10,3,44,50,"B12","Regular","B",59,"Basse-Normandie"
106001,120.88,1,1,4,2,30,67,"B1","Regular","C",133,"Haute-Normandie"
106086,63.82,1,0.92,10,4,50,50,"B10","Diesel","C",111,"Haute-Normandie"
106124,1128.12,1,0.53,4,6,24,80,"B2","Regular","C",293,"Basse-Normandie"
106126,1128.12,1,0.63,6,1,24,116,"B13","Diesel","D",598,"Basse-Normandie"
106146,1128.12,2,0.44,8,18,32,70,"B1","Diesel","B",60,"Haute-Normandie"
106146,1128.12,2,0.44,8,18,32,70,"B1","Diesel","B",60,"Haute-Normandie"
106286,1128.12,1,0.92,5,11,27,133,"B1","Diesel","B",68,"Poitou-Charentes"
106341,1194.26,1,0.71,8,11,44,56,"B14","Diesel","C",122,"Poitou-Charentes"
106395,1057.57,1,0.21,6,11,48,50,"B1","Diesel","D",886,"Poitou-Charentes"
106523,1072.47,1,1,7,1,69,65,"B10","Diesel","E",4762,"Provence-Alpes-Cotes-D'Azur"
106527,1128.12,1,1,9,1,34,50,"B4","Diesel","E",4579,"Provence-Alpes-Cotes-D'Azur"
106536,1209.68,1,1,10,3,59,56,"B12","Diesel","E",4762,"Provence-Alpes-Cotes-D'Azur"
106682,1128.12,1,1,5,7,33,62,"B1","Regular","E",2375,"Ile-de-France"
106717,602.04,1,0.5,7,11,43,50,"B3","Regular","F",27000,"Ile-de-France"
106727,3580.89,1,1,6,8,33,61,"B1","Diesel","E",6944,"Ile-de-France"
106773,3693.95,1,0.87,5,0,55,50,"B12","Regular","E",7634,"Ile-de-France"
106780,1128.12,1,0.59,6,11,48,50,"B4","Regular","D",930,"Ile-de-France"
